date_reported,date_occ,area_name,crime_cd_description,victim_age,victim_sex,premis_description,weapon_description,status_description,location,lat,lon,time,daytime,day_occured,day_reported,report_delay,report_delay_bin,case,victim
2021-04-22,2021-04-20,Northeast,"assault with deadly weapon, aggravated assault",47,female,sidewalk,blunt instrument,Invest Cont,riverside                    dr,34.1111,-118.265,06:00:00,early morning,Tuesday,Thursday,2 days,2 days,battery/assault,yes
2021-04-23,2021-04-22,Topanga,battery - simple assault,54,male,parking lot,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,20500    ventura                      bl,34.1685,-118.5777,23:18:00,late night,Thursday,Friday,1 days,1 days,battery/assault,yes
2021-04-23,2021-04-23,Newton,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,300 e  59th                         pl,33.9861,-118.2696,04:00:00,early morning,Friday,Friday,0 days,0 days,vehicle burglary/theft,no
2021-04-24,2021-04-23,Mission,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,rayen                        st,34.2318,-118.4502,18:30:00,early evening,Friday,Saturday,1 days,1 days,vehicle burglary/theft,no
2021-04-24,2021-04-24,Foothill,burglary from vehicle,68,female,parking lot,no weapon,Invest Cont,10900    foothill                     bl,34.2777,-118.3496,11:30:00,late morning,Saturday,Saturday,0 days,0 days,vehicle burglary/theft,yes
2021-04-25,2021-04-23,Topanga,burglary,50,male,other business,no weapon,Invest Cont,21300    saticoy                      st,34.2136,-118.5912,18:00:00,early evening,Friday,Sunday,2 days,2 days,burglary/theft/robbery,yes
2021-04-25,2021-04-25,77th Street,"theft, person",21,female,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Adult Other,6300 s  harvard                      bl,33.9819,-118.3068,13:50:00,early afternoon,Sunday,Sunday,0 days,0 days,burglary/theft/robbery,yes
2021-04-26,2021-04-25,West LA,burglary,50,female,single family dwelling,no weapon,Invest Cont,1400    edris                        dr,34.0546,-118.3976,01:00:00,midnight,Sunday,Monday,1 days,1 days,burglary/theft/robbery,yes
2021-04-26,2021-04-26,Rampart,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,3rd                          st,34.0594,-118.2643,21:50:00,late night,Monday,Monday,0 days,0 days,vehicle burglary/theft,no
2021-04-28,2021-04-28,Devonshire,violation of temporary restraining order,50,female,"government facility (federal,state, county & city)",no weapon,Adult Other,9400    penfield                     av,34.2403,-118.5695,09:00:00,morning,Wednesday,Wednesday,0 days,0 days,order violation,yes
2021-04-29,2021-04-28,Southeast,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,87th,33.9581,-118.2695,18:00:00,early evening,Wednesday,Thursday,1 days,1 days,vehicle burglary/theft,no
2021-04-30,2021-04-14,Central,document forgery / stolen felony,55,female,other business,no weapon,Invest Cont,1700 s  hill                         st,34.0363,-118.2672,12:00:00,early afternoon,Wednesday,Friday,16 days,16 days,others,yes
2021-04-30,2021-04-30,Southwest,bike - stolen,25,male,college/junior college/university,no weapon,Invest Cont,3600    mcclintock                   av,34.021,-118.2897,14:00:00,afternoon,Friday,Friday,0 days,0 days,cases on bike(s),yes
2021-05-01,2021-04-04,N Hollywood,burglary,52,male,public storage,no weapon,Invest Cont,4400    vineland                     av,34.1505,-118.3702,03:00:00,early morning,Sunday,Saturday,27 days,27 days,burglary/theft/robbery,yes
2021-05-01,2021-05-01,Southeast,"assault with deadly weapon, aggravated assault",33,female,transitional housing/halfway house,unknown weapon/other weapon,Invest Cont,900 e  88th                         pl,33.9565,-118.2586,09:30:00,morning,Saturday,Saturday,0 days,0 days,battery/assault,yes
2021-05-02,2021-05-02,Hollenbeck,battery - simple assault,51,male,mta bus,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,huntington,34.0894,-118.1707,20:50:00,evening,Sunday,Sunday,0 days,0 days,battery/assault,yes
2021-05-03,2021-03-21,Hollywood,theft of identity,28,female,single family dwelling,no weapon,Invest Cont,1500 n  martel                       av,34.098,-118.35,16:00:00,late afternoon,Sunday,Monday,43 days,1 months,burglary/theft/robbery,yes
2021-05-04,2021-05-03,Southwest,theft from motor vehicle - grand ($950.01 and over),20,no victim,street,no weapon,Invest Cont,4100 s  western                      av,34.0091,-118.3089,19:30:00,evening,Monday,Tuesday,1 days,1 days,vehicle burglary/theft,no
2021-05-04,2021-05-04,West LA,intimate partner - simple assault,33,male,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Adult Arrest,1900    malcolm                      av,34.0493,-118.4337,01:00:00,midnight,Tuesday,Tuesday,0 days,0 days,battery/assault,yes
2021-05-05,2021-05-05,Rampart,vandalism - misdeameanor ($399 or under),43,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,300    columbia                     av,34.0572,-118.2658,10:00:00,morning,Wednesday,Wednesday,0 days,0 days,vandalism,yes
2021-05-05,2020-06-17,West Valley,document forgery / stolen felony,0,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,19100    sherman                      wy,34.2012,-118.5469,12:00:00,early afternoon,Wednesday,Wednesday,322 days,10 months,others,yes
2021-05-06,2021-05-05,Topanga,burglary from vehicle,25,female,driveway,no weapon,Invest Cont,23100    bigler                       st,34.1611,-118.6298,22:00:00,late night,Wednesday,Thursday,1 days,1 days,vehicle burglary/theft,yes
2021-05-06,2021-05-06,N Hollywood,theft plain - petty ($950 & under),26,male,parking lot,no weapon,Invest Cont,10500    riverside                    dr,34.1522,-118.3598,19:30:00,evening,Thursday,Thursday,0 days,0 days,burglary/theft/robbery,yes
2021-05-07,2021-03-02,Hollywood,battery - simple assault,37,female,public storage,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,5800    santa monica                 bl,34.0944,-118.319,13:45:00,early afternoon,Tuesday,Friday,66 days,2 months,battery/assault,yes
2021-05-07,2021-05-02,Harbor,theft from motor vehicle - petty ($950 & under),43,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,frigate                      av,33.7806,-118.2781,21:00:00,late night,Sunday,Friday,5 days,5 days,vehicle burglary/theft,yes
2021-05-08,2021-05-07,Southwest,child abuse (physical) - simple assault,2,female,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Adult Other,1900    estrella                     av,34.035,-118.2759,21:00:00,late night,Friday,Saturday,1 days,1 days,criminality towards underage,yes
2021-05-08,2021-05-08,Central,theft plain - petty ($950 & under),30,male,other business,no weapon,Invest Cont,400 w  12th                         st,34.0401,-118.2633,15:00:00,afternoon,Saturday,Saturday,0 days,0 days,burglary/theft/robbery,yes
2021-05-11,2021-05-10,Devonshire,battery - simple assault,58,male,church/chapel (changed 03-03 from church/temple),"strong-arm (hands, fist, feet or bodily force)",Invest Cont,10400    balboa                       bl,34.2596,-118.5023,23:30:00,late night,Monday,Tuesday,1 days,1 days,battery/assault,yes
2021-05-11,2021-05-10,Southeast,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,111th,33.9339,-118.2739,18:00:00,early evening,Monday,Tuesday,1 days,1 days,vehicle burglary/theft,no
2021-05-12,2021-05-12,Topanga,vehicle - stolen,0,no victim,parking lot,no weapon,Invest Cont,20500    ventura                      bl,34.1685,-118.5777,04:32:00,early morning,Wednesday,Wednesday,0 days,0 days,vehicle burglary/theft,no
2021-05-12,2021-01-15,Hollenbeck,theft from motor vehicle - petty ($950 & under),55,male,street,no weapon,Invest Cont,200    park paseo,34.0488,-118.2257,12:00:00,early afternoon,Friday,Wednesday,117 days,3 months,vehicle burglary/theft,yes
2021-05-12,2021-02-23,Southeast,theft of identity,55,female,single family dwelling,no weapon,Invest Cont,11900    orchard                      av,33.9251,-118.2882,18:55:00,early evening,Tuesday,Wednesday,78 days,2 months,burglary/theft/robbery,yes
2021-05-13,2021-05-09,Hollenbeck,battery - simple assault,42,female,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,300 n  mathews                      st,34.0447,-118.2075,02:30:00,midnight,Sunday,Thursday,4 days,4 days,battery/assault,yes
2021-05-14,2021-05-13,Topanga,"vandalism - felony ($400 & over, all church vandalisms)",27,female,parking lot,no weapon,Invest Cont,23100    avenue san luis,34.1615,-118.6311,14:00:00,afternoon,Thursday,Friday,1 days,1 days,vandalism,yes
2021-05-14,2021-05-13,West LA,theft from motor vehicle - petty ($950 & under),26,male,parking lot,no weapon,Invest Cont,3300    bagley                       av,34.0295,-118.3967,20:30:00,evening,Thursday,Friday,1 days,1 days,vehicle burglary/theft,yes
2021-05-14,2021-03-31,Southwest,theft of identity,60,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,4100 s  muirfield                    rd,34.0098,-118.3485,06:00:00,early morning,Wednesday,Friday,44 days,1 months,burglary/theft/robbery,yes
2021-05-15,2021-01-20,Central,theft from motor vehicle - petty ($950 & under),0,no victim,street,no weapon,Invest Cont,1000 s  flower                       st,34.0438,-118.2634,11:00:00,late morning,Wednesday,Saturday,115 days,3 months,vehicle burglary/theft,no
2021-05-16,2021-05-15,Hollywood,vehicle - stolen,0,no victim,driveway,no weapon,Invest Cont,2000    hercules                     dr,34.1058,-118.3628,00:01:00,midnight,Saturday,Sunday,1 days,1 days,vehicle burglary/theft,no
2021-05-17,2021-05-16,77th Street,burglary from vehicle,28,male,street,no weapon,Invest Cont,3300 w  78th                         pl,33.9682,-118.3291,17:00:00,early evening,Sunday,Monday,1 days,1 days,vehicle burglary/theft,yes
2021-05-17,2021-05-16,Southwest,"assault with deadly weapon, aggravated assault",20,female,parking lot,vehicle,Invest Cont,1200 w  39th                         pl,34.0142,-118.2987,22:30:00,late night,Sunday,Monday,1 days,1 days,battery/assault,yes
2021-05-18,2021-05-18,Wilshire,robbery,25,male,street,semi-automatic pistol,Invest Cont,700 n  curson                       av,34.0837,-118.3553,13:05:00,early afternoon,Tuesday,Tuesday,0 days,0 days,burglary/theft/robbery,yes
2021-05-18,2021-05-18,Hollywood,robbery,30,male,street,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,6000    carlton                      wy,34.1005,-118.3214,00:05:00,midnight,Tuesday,Tuesday,0 days,0 days,burglary/theft/robbery,yes
2021-05-18,2021-05-17,Mission,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,9300    moonbeam                     av,34.2399,-118.445,21:00:00,late night,Monday,Tuesday,1 days,1 days,vehicle burglary/theft,no
2021-05-19,2021-05-19,77th Street,brandish weapon,33,male,liquor store,hand gun,Adult Other,1400 w  54th                         st,33.9932,-118.3008,16:30:00,late afternoon,Wednesday,Wednesday,0 days,0 days,lethal/deadly act,yes
2021-05-20,2021-05-20,Hollywood,"rape, attempted",30,female,street,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,hollywood,34.1016,-118.3452,16:30:00,late afternoon,Thursday,Thursday,0 days,0 days,sexual crimes,yes
2021-05-20,2021-05-20,Newton,violation of restraining order,25,female,sidewalk,no weapon,Invest Cont,1000 e  41st                         st,34.0092,-118.258,17:20:00,early evening,Thursday,Thursday,0 days,0 days,order violation,yes
2021-05-20,2021-05-18,Mission,criminal threats - no weapon displayed,76,male,single family dwelling,verbal threat,Adult Arrest,14700    polk                         st,34.2998,-118.4585,19:30:00,evening,Tuesday,Thursday,2 days,2 days,threats,yes
2021-05-21,2021-05-20,Pacific,"vandalism - felony ($400 & over, all church vandalisms)",0,female,"porch, residential",no weapon,Invest Cont,3100    washington                   bl,33.9895,-118.4498,18:00:00,early evening,Thursday,Friday,1 days,1 days,vandalism,yes
2021-05-22,2021-05-22,Hollywood,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,street,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,hollywood                    bl,34.1016,-118.3252,21:30:00,late night,Saturday,Saturday,0 days,0 days,vandalism,no
2021-05-23,2021-05-23,Pacific,battery - simple assault,20,female,hotel,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,9800    airport                      bl,33.9472,-118.3909,06:00:00,early morning,Sunday,Sunday,0 days,0 days,battery/assault,yes
2021-05-23,2021-05-17,West Valley,intimate partner - simple assault,23,female,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Adult Other,17900    valley vista                 bl,34.1629,-118.5263,15:00:00,afternoon,Monday,Sunday,6 days,6 days,battery/assault,yes
2021-05-24,2021-05-20,Pacific,"vandalism - felony ($400 & over, all church vandalisms)",34,male,garage/carport,no weapon,Invest Cont,12600    village                      ln,33.9778,-118.4145,20:00:00,evening,Thursday,Monday,4 days,4 days,vandalism,yes
2021-05-25,2021-05-25,Newton,violation of restraining order,25,female,single family dwelling,no weapon,Invest Cont,1000 e  41st                         st,34.0092,-118.258,17:06:00,early evening,Tuesday,Tuesday,0 days,0 days,order violation,yes
2021-05-25,2021-01-15,Olympic,theft from motor vehicle - petty ($950 & under),0,no victim,street,no weapon,Invest Cont,2100 w  21st                         st,34.0378,-118.3133,01:00:00,midnight,Friday,Tuesday,130 days,4 months,vehicle burglary/theft,no
2021-05-27,2021-05-27,N Hollywood,theft from motor vehicle - petty ($950 & under),0,no victim,street,no weapon,Invest Cont,6300    radford                      av,34.1849,-118.3922,10:30:00,morning,Thursday,Thursday,0 days,0 days,vehicle burglary/theft,no
2021-05-27,2021-05-16,Hollywood,vehicle - attempt stolen,30,female,street,no weapon,Invest Cont,1100 n  normandie                    av,34.0929,-118.3048,16:00:00,late afternoon,Sunday,Thursday,11 days,11 days,vehicle burglary/theft,yes
2021-05-27,2021-05-16,Southwest,"bunco, grand theft",30,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,700 w  27th                         st,34.0281,-118.2788,16:40:00,late afternoon,Sunday,Thursday,11 days,11 days,burglary/theft/robbery,yes
2021-05-28,2021-05-28,Topanga,"vandalism - felony ($400 & over, all church vandalisms)",55,female,"vehicle, passenger/truck",no weapon,Invest Cont,topanga canyon               bl,34.2196,-118.606,09:30:00,morning,Friday,Friday,0 days,0 days,vandalism,yes
2021-05-30,2021-05-30,77th Street,criminal threats - no weapon displayed,33,female,single family dwelling,verbal threat,Adult Other,5400    2nd                          av,33.9909,-118.3193,13:15:00,early afternoon,Sunday,Sunday,0 days,0 days,threats,yes
2021-05-31,2021-05-31,Southeast,intimate partner - simple assault,38,male,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Adult Other,200 e  94th                         st,33.9511,-118.2717,08:50:00,morning,Monday,Monday,0 days,0 days,battery/assault,yes
2021-05-31,2021-05-29,Mission,vehicle - stolen,0,no victim,parking lot,no weapon,Invest Cont,13900    foothill                     bl,34.3155,-118.4343,20:00:00,evening,Saturday,Monday,2 days,2 days,vehicle burglary/theft,no
2021-06-01,2021-05-30,Topanga,"bunco, grand theft",36,male,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,6600    independence                 av,34.1904,-118.5906,12:00:00,early afternoon,Sunday,Tuesday,2 days,2 days,burglary/theft/robbery,yes
2021-06-02,2021-05-27,Hollywood,burglary,0,no victim,high school,no weapon,Invest Cont,1500    cassil                       pl,34.098,-118.3338,12:00:00,early afternoon,Thursday,Wednesday,6 days,6 days,burglary/theft/robbery,no
2021-06-03,2021-05-22,West Valley,theft of identity,57,male,single family dwelling,no weapon,Invest Cont,5300    balboa                       bl,34.166,-118.5095,20:30:00,evening,Saturday,Thursday,12 days,12 days,burglary/theft/robbery,yes
2021-06-03,2021-06-02,Devonshire,"vandalism - felony ($400 & over, all church vandalisms)",0,no victim,parking lot,no weapon,Invest Cont,9300    tampa                        av,34.244,-118.5583,01:05:00,midnight,Wednesday,Thursday,1 days,1 days,vandalism,no
2021-06-04,2021-06-03,Hollywood,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,800 n  western                      av,34.0848,-118.3091,19:30:00,evening,Thursday,Friday,1 days,1 days,vehicle burglary/theft,no
2021-06-04,2021-06-02,77th Street,"bunco, grand theft",22,female,single family dwelling,no weapon,Invest Cont,200 e  79th                         st,33.9713,-118.2739,14:00:00,afternoon,Wednesday,Friday,2 days,2 days,burglary/theft/robbery,yes
2021-06-04,2021-05-29,Topanga,burglary,52,female,single family dwelling,no weapon,Invest Cont,5500    el canon                     av,34.1775,-118.6523,13:00:00,early afternoon,Saturday,Friday,6 days,6 days,burglary/theft/robbery,yes
2021-06-05,2021-06-05,West LA,"letters, lewd  -  telephone calls, lewd",36,male,alley,no weapon,Adult Other,2600    veteran                      av,34.0356,-118.4285,17:35:00,early evening,Saturday,Saturday,0 days,0 days,sexual crimes,yes
2021-06-06,2021-06-06,Southeast,theft plain - petty ($950 & under),0,no victim,street,no weapon,Invest Cont,100 e  87th                         st,33.9591,-118.2739,01:35:00,midnight,Sunday,Sunday,0 days,0 days,burglary/theft/robbery,no
2021-06-07,2021-06-06,West Valley,theft from motor vehicle - grand ($950.01 and over),38,male,parking lot,no weapon,Invest Cont,6300    balboa                       bl,34.1841,-118.5011,18:00:00,early evening,Sunday,Monday,1 days,1 days,vehicle burglary/theft,yes
2021-06-07,2021-06-07,West LA,vandalism - misdeameanor ($399 or under),53,male,park/playground,no weapon,Invest Cont,1300    veteran                      av,34.0517,-118.442,15:00:00,afternoon,Monday,Monday,0 days,0 days,vandalism,yes
2021-06-07,2021-06-05,West Valley,burglary from vehicle,26,male,garage/carport,no weapon,Invest Cont,5400    white oak                    av,34.1675,-118.5226,17:20:00,early evening,Saturday,Monday,2 days,2 days,vehicle burglary/theft,yes
2021-06-07,2021-06-06,Northeast,robbery,41,male,single family dwelling,hand gun,Invest Cont,5200 n  figueroa                     st,34.1063,-118.1995,21:30:00,late night,Sunday,Monday,1 days,1 days,burglary/theft/robbery,yes
2021-06-10,2021-06-10,Olympic,battery - simple assault,57,female,sidewalk,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,menlo                        av,34.0473,-118.2907,19:20:00,evening,Thursday,Thursday,0 days,0 days,battery/assault,yes
2021-06-10,2020-10-10,Southeast,burglary from vehicle,47,female,driveway,no weapon,Invest Cont,200 e  108th                        st,33.9383,-118.2712,16:30:00,late afternoon,Saturday,Thursday,243 days,8 months,vehicle burglary/theft,yes
2021-06-11,2021-06-11,West LA,brandish weapon,51,male,parking lot,machete,Adult Other,1700    westwood                     bl,34.0513,-118.4383,22:15:00,late night,Friday,Friday,0 days,0 days,lethal/deadly act,yes
2021-06-11,2021-06-11,Central,"vandalism - felony ($400 & over, all church vandalisms)",34,male,"vehicle, passenger/truck",folding knife,Adult Arrest,1000 s  broadway,34.0406,-118.2578,03:55:00,early morning,Friday,Friday,0 days,0 days,vandalism,yes
2021-06-11,2021-06-11,Rampart,criminal threats - no weapon displayed,42,male,"multi-unit dwelling (apartment, duplex, etc)",verbal threat,Adult Arrest,400 n  hoover                       st,34.08,-118.2881,22:15:00,late night,Friday,Friday,0 days,0 days,threats,yes
2021-06-12,2021-06-12,Southwest,violation of restraining order,52,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,homeside,34.0269,-118.3607,12:45:00,early afternoon,Saturday,Saturday,0 days,0 days,order violation,yes
2021-06-12,2021-06-11,Foothill,"assault with deadly weapon, aggravated assault",48,male,street,club/bat,Invest Cont,sherman grove                av,34.2696,-118.3595,19:45:00,evening,Friday,Saturday,1 days,1 days,battery/assault,yes
2021-06-12,2021-06-12,Olympic,other miscellaneous crime,0,no victim,street,no weapon,Invest Cont,w  pico,34.0472,-118.309,19:45:00,evening,Saturday,Saturday,0 days,0 days,others,no
2021-06-12,2021-06-12,Olympic,burglary from vehicle,33,male,driveway,no weapon,Invest Cont,200 n  harvard                      bl,34.075,-118.3043,01:00:00,midnight,Saturday,Saturday,0 days,0 days,vehicle burglary/theft,yes
2021-06-13,2021-06-13,West Valley,"vandalism - felony ($400 & over, all church vandalisms)",28,female,parking lot,no weapon,Invest Cont,18400    kittridge                    st,34.1902,-118.5335,00:28:00,midnight,Sunday,Sunday,0 days,0 days,vandalism,yes
2021-06-14,2021-05-03,Pacific,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",54,female,transportation facility (airport),no weapon,Invest Cont,300    world way,33.9449,-118.4061,17:46:00,early evening,Monday,Monday,42 days,1 months,"crimes with firearms, bombs etc.",yes
2021-06-14,2021-06-14,West LA,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",73,female,other store,no weapon,Invest Cont,11000 w  pico                         bl,34.0383,-118.4325,11:30:00,late morning,Monday,Monday,0 days,0 days,"crimes with firearms, bombs etc.",yes
2021-06-16,2021-06-16,Rampart,burglary,23,male,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,1100    echo park                    av,34.0752,-118.2583,15:45:00,afternoon,Wednesday,Wednesday,0 days,0 days,burglary/theft/robbery,yes
2021-06-16,2021-06-11,West LA,"vandalism - felony ($400 & over, all church vandalisms)",43,female,street,no weapon,Invest Cont,8800    alcott                       st,34.0538,-118.3839,16:00:00,late afternoon,Friday,Wednesday,5 days,5 days,vandalism,yes
2021-06-17,2021-06-16,Wilshire,shoplifting-grand theft ($950.01 & over),31,female,other business,no weapon,Invest Cont,100    the grove                    dr,34.0747,-118.3563,18:15:00,early evening,Wednesday,Thursday,1 days,1 days,burglary/theft/robbery,yes
2021-06-17,2021-03-17,Newton,theft of identity,37,female,gas station,no weapon,Invest Cont,100 w  62nd                         st,33.9833,-118.2745,10:00:00,morning,Wednesday,Thursday,92 days,3 months,burglary/theft/robbery,yes
2021-06-18,2021-06-16,Van Nuys,stalking,64,male,other business,verbal threat,Adult Other,6300    van nuys                     bl,34.1846,-118.4488,09:45:00,morning,Wednesday,Friday,2 days,2 days,kidnapping/stalking,yes
2021-06-19,2021-06-19,Central,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,1100 s  hill                         st,34.042,-118.2625,15:15:00,afternoon,Saturday,Saturday,0 days,0 days,vehicle burglary/theft,no
2021-06-19,2021-05-17,Hollywood,theft of identity,61,female,"multi-unit dwelling (apartment, duplex, etc)",no weapon,Invest Cont,700 n  van ness                     av,34.0835,-118.3157,08:00:00,morning,Monday,Saturday,33 days,1 months,burglary/theft/robbery,yes
2021-06-20,2021-06-19,Northeast,"assault with deadly weapon, aggravated assault",56,male,street,rock/thrown object,Adult Other,5900    hayes                        av,34.1093,-118.1895,18:20:00,early evening,Saturday,Sunday,1 days,1 days,battery/assault,yes
2021-06-21,2021-06-21,West LA,theft plain - petty ($950 & under),43,female,other business,no weapon,Invest Cont,11000    santa monica                 bl,34.0481,-118.4422,02:55:00,midnight,Monday,Monday,0 days,0 days,burglary/theft/robbery,yes
2021-06-21,2021-06-20,Newton,intimate partner - simple assault,22,female,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,4200 s  central                      av,34.0078,-118.2636,20:45:00,evening,Sunday,Monday,1 days,1 days,battery/assault,yes
2021-06-24,2021-06-23,Newton,burglary from vehicle,32,female,street,no weapon,Invest Cont,3700 s  hill                         st,34.0159,-118.2773,17:00:00,early evening,Wednesday,Thursday,1 days,1 days,vehicle burglary/theft,yes
2021-06-25,2021-04-06,West Valley,"letters, lewd  -  telephone calls, lewd",44,male,single family dwelling,no weapon,Adult Other,18300    collins                      st,34.1749,-118.5352,21:45:00,late night,Tuesday,Friday,80 days,2 months,sexual crimes,yes
2021-06-25,2021-06-25,Wilshire,violation of temporary restraining order,53,male,other premise,no weapon,Adult Other,1000 s  fairfax                      av,34.0578,-118.364,20:00:00,evening,Friday,Friday,0 days,0 days,order violation,yes
2021-06-26,2021-06-26,Devonshire,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,petit                        av,34.2575,-118.498,14:00:00,afternoon,Saturday,Saturday,0 days,0 days,vehicle burglary/theft,no
2021-06-27,2021-06-27,Newton,trespassing,0,male,other business,no weapon,Invest Cont,5400 s  central                      av,33.9925,-118.2608,15:00:00,afternoon,Sunday,Sunday,0 days,0 days,trespassing,yes
2021-06-28,2021-06-27,77th Street,vehicle - stolen,0,no victim,street,no weapon,Invest Cont,denker                       st,33.9627,-118.3047,17:00:00,early evening,Sunday,Monday,1 days,1 days,vehicle burglary/theft,no
2021-06-30,2021-06-30,Pacific,burglary,0,no victim,pharmacy inside store or supermarket*,no weapon,Invest Cont,12300    venice                       bl,34.0039,-118.4334,03:14:00,early morning,Wednesday,Wednesday,0 days,0 days,burglary/theft/robbery,no
2021-06-30,2021-06-30,N Hollywood,vandalism - misdeameanor ($399 or under),55,male,single family dwelling,no weapon,Adult Arrest,12100    oxnard                       st,34.1794,-118.397,07:25:00,morning,Wednesday,Wednesday,0 days,0 days,vandalism,yes
2021-06-30,2021-06-29,Northeast,burglary,57,female,public storage,no weapon,Invest Cont,4700    fountain                     av,34.0955,-118.2922,06:15:00,early morning,Tuesday,Wednesday,1 days,1 days,burglary/theft/robbery,yes
2021-06-30,2021-06-30,Devonshire,intimate partner - simple assault,23,female,street,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,9000    corbin                       av,34.2341,-118.5623,11:00:00,late morning,Wednesday,Wednesday,0 days,0 days,battery/assault,yes
2021-07-02,2021-07-02,Central,battery - simple assault,45,male,"multi-unit dwelling (apartment, duplex, etc)","strong-arm (hands, fist, feet or bodily force)",Invest Cont,1000 n  vignes                       st,34.0589,-118.2323,07:15:00,morning,Friday,Friday,0 days,0 days,battery/assault,yes
2021-07-02,2021-07-02,Hollywood,burglary,27,female,single family dwelling,"strong-arm (hands, fist, feet or bodily force)",Adult Arrest,5700    fountain                     av,34.0947,-118.3147,05:30:00,early morning,Friday,Friday,0 days,0 days,burglary/theft/robbery,yes
2021-07-03,2021-07-03,Rampart,robbery,51,male,street,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,wilshire,34.0614,-118.2833,10:30:00,morning,Saturday,Saturday,0 days,0 days,burglary/theft/robbery,yes
2021-07-03,2021-07-03,Harbor,vandalism - misdeameanor ($399 or under),49,female,yard (residential/business),no weapon,Invest Cont,1400    gulf                         av,33.7906,-118.2739,12:00:00,early afternoon,Saturday,Saturday,0 days,0 days,vandalism,yes
2021-07-04,2021-07-04,Hollywood,vehicle - stolen,0,no victim,parking lot,no weapon,Invest Cont,5600 w  sunset                       bl,34.0981,-118.3111,13:00:00,early afternoon,Sunday,Sunday,0 days,0 days,vehicle burglary/theft,no
2021-07-05,2021-07-05,Olympic,battery - simple assault,31,male,other residence,"strong-arm (hands, fist, feet or bodily force)",Adult Other,1700    arapahoe                     st,34.043,-118.2853,12:45:00,early afternoon,Monday,Monday,0 days,0 days,battery/assault,yes
2021-07-05,2021-07-03,Foothill,vehicle - stolen,0,no victim,alley,no weapon,Adult Arrest,8200    lankershim                   bl,34.2193,-118.3878,14:30:00,afternoon,Saturday,Monday,2 days,2 days,vehicle burglary/theft,no
2021-07-05,2021-07-05,Southeast,burglary from vehicle,40,male,street,no weapon,Invest Cont,97th                         st,33.9483,-118.2306,11:00:00,late morning,Monday,Monday,0 days,0 days,vehicle burglary/theft,yes
2021-07-05,2021-07-05,Hollywood,robbery,34,male,sidewalk,"strong-arm (hands, fist, feet or bodily force)",Invest Cont,6200    hollywood                    bl,34.103,-118.3225,07:45:00,morning,Monday,Monday,0 days,0 days,burglary/theft/robbery,yes
2021-07-06,2021-04-07,Central,theft of identity,45,male,health spa/gym,no weapon,Invest Cont,900    figueroa                     tr,34.0663,-118.2442,19:45:00,evening,Wednesday,Tuesday,90 days,3 months,burglary/theft/robbery,yes
2021-07-07,2021-07-07,Southeast,burglary from vehicle,19,female,street,no weapon,Invest Cont,figueroa,33.9188,-118.283,10:10:00,morning,Wednesday,Wednesday,0 days,0 days,vehicle burglary/theft,yes
2021-07-07,2020-10-16,Northeast,theft of identity,49,male,single family dwelling,no weapon,Invest Cont,200 n  avenue 49,34.1048,-118.2043,12:00:00,early afternoon,Friday,Wednesday,264 days,8 months,burglary/theft/robbery,yes
