ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Name:
0x2c2c,HYDRES06DEL01,27.0,4.9,17.455894,78.375467,17.465894,78.385467,26-03-2022,10:10,10:25,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,object
0x2143,VADRES02DEL01,35.0,4.8,0.0,0.0,0.11,0.11,18-03-2022,23:55,24:10,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x77d4,MUMRES07DEL01,25.0,4.9,19.091458,72.827808,19.131458,72.867808,17-03-2022,14:40,14:55,Cloudy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,object
0xa5aa,HYDRES12DEL03,31.0,4.8,17.429585,78.392621,17.489585,78.452621,28-03-2022,22:15,22:20,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x7c2d,JAPRES14DEL02,39.0,4.9,26.88842,75.800689,27.01842,75.930689,02-04-2022,20:25,20:35,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,object
0x3eca,JAPRES01DEL01,37.0,4.6,26.90519,75.810753,26.97519,75.880753,16-03-2022,17:10,17:15,Cloudy,Medium,0,Snack,motorcycle,3.0,No,Metropolitian,object
0x3285,BANGRES11DEL03,31.0,4.8,12.934365,77.616155,13.024365,77.706155,16-03-2022,23:10,23:20,Windy,Low,1,Meal,motorcycle,0.0,No,Urban,object
0xc81f,BHPRES19DEL01,33.0,4.9,0.0,0.0,0.04,0.04,17-02-2022,16:50,17:05,Fog,Medium,2,Snack,motorcycle,1.0,No,Urban,object
0xaa05,JAPRES19DEL01,32.0,4.7,26.913726,75.75282,26.983726,75.82282,31-03-2022,19:20,19:30,Fog,Jam,2,Drinks,electric_scooter,0.0,Yes,Urban,object
0x58ee,INDORES14DEL01,39.0,5.0,22.761593,75.886362,22.771593,75.896362,15-03-2022,9:45,9:50,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,object
0xc926,KNPRES04DEL02,21.0,4.7,26.471529,80.313458,26.491529,80.333458,13-02-2022,11:40,11:55,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,object
0x5446,MUMRES11DEL03,33.0,4.4,18.994237,72.825553,19.054237,72.885553,05-03-2022,20:15,20:25,Stormy,Jam,1,Meal,scooter,1.0,No,Urban,object
0xdd0b,LUDHRES19DEL03,25.0,4.5,30.902872,75.826808,30.992872,75.916808,16-02-2022,19:25,19:40,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x19a4,JAPRES11DEL01,35.0,4.1,26.90294,75.793007,27.01294,75.903007,23-03-2022,20:50,20:60,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,object
0x995f,RANCHIRES09DEL01,22.0,4.6,23.351058,85.325731,23.391058,85.365731,01-04-2022,15:10,15:15,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Urban,object
0x7de3,COIMBRES13DEL02,21.0,4.6,11.003669,76.976494,11.023669,76.996494,13-03-2022,9:50,10:05,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,object
0x8596,VADRES07DEL02,21.0,4.1,0.0,0.0,0.02,0.02,17-03-2022,9:20,9:35,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x9f81,SURRES20DEL03,29.0,4.6,21.15276,72.778059,21.18276,72.808059,03-04-2022,23:25,23:35,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0xd950,GOARES05DEL01,24.0,4.6,0.0,0.0,0.07,0.07,18-02-2022,23:30,23:35,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x1b0b,COIMBRES11DEL03,39.0,4.9,11.001753,76.986241,11.031753,77.016241,17-03-2022,22:30,22:45,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,object
0x5aaf,SURRES11DEL02,31.0,5.0,21.157735,72.768778,21.207735,72.818778,13-03-2022,19:50,19:55,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,object
0xe071,DEHRES03DEL01,34.0,4.6,30.335259,78.053162,30.405259,78.123162,12-02-2022,19:55,19:60,Sunny,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,object
0xcf69,DEHRES12DEL03,28.0,5.0,0.0,0.0,0.09,0.09,18-02-2022,17:55,18:10,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x91a5,HYDRES01DEL03,21.0,4.3,17.410371,78.437225,17.470371,78.497225,05-03-2022,21:40,21:55,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,object
0xb725,HYDRES03DEL03,31.0,4.3,17.422819,78.449578,17.512819,78.539578,16-03-2022,17:25,17:35,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,object
0xb371,SURRES13DEL01,34.0,3.4,21.170096,72.789122,21.240096,72.859122,02-03-2022,23:25,23:40,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0xb245,INDORES18DEL02,39.0,4.7,22.753839,75.897429,22.773839,75.917429,09-03-2022,8:35,8:50,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,object
0xa22f,JAPRES20DEL03,36.0,4.0,26.956431,75.776649,27.016431,75.836649,03-03-2022,23:45,23:60,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x98af,SURRES17DEL01,27.0,4.9,21.149569,72.772697,21.259569,72.882697,14-03-2022,19:40,19:50,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,object
0x48e7,VADRES02DEL01,35.0,4.3,0.0,0.0,0.07,0.07,23-03-2022,22:35,22:45,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,object
0x7c1e,CHENRES16DEL01,20.0,4.8,13.049645,80.242268,13.059645,80.252268,21-03-2022,9:20,9:35,Sunny,Low,1,Meal,motorcycle,0.0,No,Urban,object
0x5db5,RANCHIRES17DEL01,36.0,5.0,23.374878,85.335739,23.444878,85.405739,27-03-2022,22:50,22:55,Stormy,Low,0,Meal,motorcycle,1.0,No,Urban,object
0xc327,AURGRES07DEL01,24.0,4.7,19.875908,75.358888,19.885908,75.368888,17-02-2022,9:10,9:20,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,object
0xe255,DEHRES11DEL03,27.0,4.9,0.0,0.0,0.09,0.09,14-02-2022,20:60,21:15,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x6e39,JAPRES08DEL01,27.0,4.6,26.910262,75.783013,26.950262,75.823013,28-03-2022,13:60,14:15,Fog,High,2,Drinks,motorcycle,1.0,No,Metropolitian,object
0x92ee,BANGRES13DEL02,22.0,4.9,12.935662,77.61413,12.985662,77.66413,21-03-2022,21:35,21:50,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Urban,object
0x5ae7,VADRES08DEL03,23.0,4.9,0.0,0.0,0.09,0.09,10-03-2022,17:50,17:55,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x603f,BANGRES13DEL03,25.0,4.6,12.935662,77.61413,12.965662,77.64413,30-03-2022,22:40,22:55,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,object
0xc9db,KNPRES02DEL02,23.0,4.8,26.471617,80.313564,26.551617,80.393564,12-02-2022,22:30,22:45,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,object
0x5e0d,MYSRES010DEL02,25.0,5.0,12.321214,76.621094,12.401214,76.701094,27-03-2022,18:60,19:05,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,object
0x784d,INDORES06DEL03,28.0,4.8,22.728163,75.884212,22.818163,75.974212,06-03-2022,17:45,17:60,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x8785,RANCHIRES02DEL02,25.0,4.5,0.0,0.0,0.13,0.13,02-04-2022,19:10,19:25,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,object
0x8faf,VADRES03DEL01,35.0,4.6,22.32,73.17,22.43,73.28,06-04-2022,23:45,23:60,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0xb28,COIMBRES16DEL03,33.0,4.2,11.010375,76.95295,11.040375,76.98295,09-03-2022,22:40,22:50,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x3d58,MUMRES20DEL02,35.0,4.9,19.103249,72.846749,19.123249,72.866749,26-03-2022,9:15,9:20,Windy,Low,2,Drinks,scooter,0.0,No,Urban,object
0x4b12,VADRES17DEL02,23.0,4.5,0.0,0.0,0.08,0.08,18-03-2022,17:10,17:20,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,object
0x2fd7,VADRES08DEL03,28.0,4.9,0.0,0.0,0.06,0.06,01-03-2022,23:45,23:60,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,object
0xe0ae,DEHRES17DEL01,24.0,4.9,30.327968,78.046106,30.337968,78.056106,15-02-2022,10:10,10:25,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,object
0xc5c0,DEHRES16DEL03,36.0,4.3,30.342509,78.061187,30.482509,78.201187,12-02-2022,19:15,19:30,Stormy,Jam,2,Buffet,electric_scooter,1.0,Yes,Metropolitian,object
0x72d4,PUNERES18DEL03,28.0,5.0,18.593481,73.785901,18.653481,73.845901,19-03-2022,22:15,22:25,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,object
0x2cd2,MUMRES08DEL01,23.0,4.8,19.065838,72.832658,19.175838,72.942658,12-03-2022,22:35,22:40,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,object
0x73a1,RANCHIRES08DEL03,38.0,4.4,23.353783,85.326967,23.413783,85.386967,28-03-2022,17:60,18:10,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x7244,SURRES11DEL02,22.0,5.0,21.157735,72.768778,21.287735,72.898778,04-04-2022,18:20,18:25,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,object
0x6438,MUMRES04DEL01,25.0,4.7,19.254567,72.848923,19.294567,72.888923,26-03-2022,13:15,13:30,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0x6f8d,INDORES010DEL03,31.0,4.5,22.75004,75.902847,22.78004,75.932847,03-04-2022,19:25,19:30,Fog,Jam,2,Meal,motorcycle,1.0,No,Urban,object
0x6d30,SURRES16DEL03,30.0,4.2,21.160437,72.774209,21.250437,72.864209,25-03-2022,19:25,19:40,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0x570e,HYDRES14DEL02,28.0,4.8,17.426228,78.407495,17.446228,78.427495,17-03-2022,8:55,8:60,Fog,Low,2,Meal,scooter,1.0,No,Urban,object
0x390c,MYSRES03DEL02,34.0,4.6,12.299524,76.64262,12.349524,76.69262,01-04-2022,18:30,18:45,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,object
0x50b7,VADRES06DEL01,35.0,4.9,22.31279,73.170283,22.32279,73.180283,28-03-2022,9:40,9:45,Sunny,Low,2,Drinks,motorcycle,0.0,No,Urban,object
0x2d88,VADRES18DEL01,31.0,4.9,0.0,0.0,0.01,0.01,26-03-2022,11:20,11:30,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,object
0xa985,SURRES08DEL02,22.0,4.9,21.173343,72.792731,21.253343,72.872731,31-03-2022,19:35,19:40,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,object
0xcfe1,KOCRES14DEL02,20.0,4.8,10.027014,76.308053,10.107014,76.388053,18-02-2022,21:20,21:30,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,object
0x7117,MYSRES03DEL01,27.0,4.9,12.299524,76.64262,12.369524,76.71262,20-03-2022,23:50,24:05,Windy,Low,2,Buffet,scooter,0.0,No,Urban,object
0x38a1,INDORES07DEL03,35.0,3.7,22.722634,75.886959,22.812634,75.976959,16-03-2022,21:50,21:60,Windy,Jam,2,Meal,electric_scooter,2.0,No,Metropolitian,object
0x19a8,VADRES14DEL02,30.0,4.0,22.311603,73.165012,22.361603,73.215012,11-03-2022,20:50,21:05,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x9442,HYDRES09DEL01,26.0,4.7,17.431668,78.408321,17.471668,78.448321,05-04-2022,14:55,15:10,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x6fa0,SURRES12DEL02,29.0,5.0,21.183434,72.814492,21.203434,72.834492,13-03-2022,8:45,8:50,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,object
0x2372,COIMBRES12DEL02,37.0,4.4,11.000762,76.981876,11.020762,77.001876,13-03-2022,10:40,10:50,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,object
0xc482,DEHRES19DEL01,31.0,4.6,30.372202,78.077151,30.382202,78.087151,17-02-2022,9:60,10:15,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,object
0xa3fe,BANGRES11DEL01,34.0,4.9,12.934365,77.616155,13.004365,77.686155,29-03-2022,22:50,22:60,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x8909,COIMBRES04DEL01,24.0,4.5,11.024839,77.007003,11.134839,77.117003,29-03-2022,20:25,20:40,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,object
0x706a,BANGRES18DEL03,38.0,4.2,12.913041,77.683237,12.943041,77.713237,03-04-2022,20:60,21:10,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,object
0xa390,INDORES20DEL02,29.0,4.8,22.732225,75.874765,22.862225,76.004765,23-03-2022,22:30,22:45,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x791e,CHENRES09DEL02,32.0,4.7,13.044694,80.26147,13.094694,80.31147,03-03-2022,17:35,17:45,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,object
0x8c8a,INDORES17DEL02,20.0,5.0,22.761226,75.887522,22.891226,76.017522,06-04-2022,21:15,21:30,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,object
0xa915,CHENRES03DEL03,21.0,4.7,13.091809,80.219104,13.151809,80.279104,15-03-2022,23:20,23:35,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,object
0xba39,JAPRES08DEL01,30.0,4.5,26.910262,75.783013,26.950262,75.823013,26-03-2022,15:30,15:40,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,object
0x7e52,RANCHIRES02DEL01,35.0,5.0,0.0,0.0,0.11,0.11,04-04-2022,19:20,19:25,Sunny,Jam,2,Drinks,motorcycle,1.0,No,Urban,object
0x6e80,MUMRES04DEL02,39.0,4.8,19.254567,72.848923,19.304567,72.898923,05-03-2022,20:60,21:10,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,object
0x6900,SURRES04DEL03,22.0,4.6,21.173493,72.801953,21.263493,72.891953,23-03-2022,17:35,17:40,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,object
0x1bd9,VADRES17DEL03,38.0,4.9,0.0,0.0,0.06,0.06,05-04-2022,18:35,18:45,Sunny,Medium,2,Snack,electric_scooter,0.0,No,Urban,object
0x3e5f,RANCHIRES13DEL02,29.0,4.8,23.374989,85.335486,23.424989,85.385486,03-03-2022,21:30,21:45,Windy,Jam,0,Buffet,motorcycle,0.0,No,Urban,object
0xa6ae,MYSRES18DEL03,34.0,4.8,12.337928,76.617889,12.427928,76.707889,06-04-2022,21:50,21:60,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,object
0x7df7,COIMBRES04DEL01,30.0,3.9,11.024839,77.007003,11.094839,77.077003,20-03-2022,22:40,22:55,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,object
0x93bb,PUNERES11DEL03,23.0,4.9,18.533811,73.899315,18.563811,73.929315,09-03-2022,20:35,20:40,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,object
0x58c0,CHENRES03DEL01,36.0,4.8,13.091809,80.219104,13.201809,80.329104,02-03-2022,20:40,20:55,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,object
0x2486,INDORES08DEL02,36.0,4.7,22.725748,75.898497,22.855747,76.028497,31-03-2022,23:50,23:60,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0xa2a4,VADRES16DEL02,30.0,4.9,0.0,0.0,0.13,0.13,25-03-2022,19:45,19:55,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,object
0xbd51,BANGRES11DEL01,33.0,4.8,12.934365,77.616155,13.044365,77.726155,16-03-2022,23:40,23:55,Windy,Low,2,Drinks,electric_scooter,0.0,No,Urban,object
0x3691,MUMRES07DEL01,34.0,4.1,19.091458,72.827808,19.101458,72.837808,03-03-2022,8:25,8:30,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0xda6,JAPRES12DEL01,28.0,4.4,26.902908,75.792934,26.912908,75.802934,01-03-2022,10:55,11:10,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0xa1ef,JAPRES12DEL02,22.0,4.6,26.902908,75.792934,26.952908,75.842934,21-03-2022,21:35,21:50,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,object
0x5bc9,COIMBRES11DEL03,24.0,4.8,11.001753,76.986241,11.091753,77.076241,06-04-2022,22:55,23:10,Fog,Low,1,Drinks,motorcycle,1.0,No,Urban,object
0x4f25,BANGRES09DEL03,26.0,4.5,12.934179,77.615797,12.994179,77.675797,11-03-2022,20:45,20:55,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,object
0x5188,PUNERES07DEL01,23.0,4.5,18.546947,73.900626,18.586947,73.940626,09-03-2022,12:55,13:05,Windy,High,0,Meal,motorcycle,1.0,No,Urban,object
0x7c25,CHENRES08DEL02,35.0,4.3,13.022394,80.242439,13.042394,80.262439,13-03-2022,11:10,11:25,Windy,High,2,Snack,motorcycle,1.0,No,Metropolitian,object
0x2c9d,JAPRES18DEL02,24.0,4.5,26.913987,75.752891,27.043987,75.882891,29-03-2022,18:45,18:50,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,object
0x1848,HYDRES20DEL01,28.0,4.6,17.483216,78.552111,17.553216,78.622111,12-03-2022,17:45,17:50,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,object
0x625a,VADRES03DEL01,37.0,4.9,22.32,73.17,22.43,73.28,18-03-2022,19:50,19:60,Sandstorms,Jam,0,Meal,motorcycle,3.0,No,Metropolitian,object
0xa127,CHENRES03DEL02,27.0,4.9,13.091809,80.219104,13.111809,80.239104,30-03-2022,11:15,11:25,Fog,High,2,Meal,scooter,1.0,No,Urban,object
0xf93,HYDRES20DEL02,23.0,4.8,17.483216,78.552111,17.613216,78.682111,14-03-2022,19:40,19:45,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,object
0xdedb,KNPRES06DEL03,20.0,4.6,0.0,0.0,0.09,0.09,12-02-2022,18:40,18:55,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,object
0x179a,MUMRES12DEL02,35.0,4.6,19.207222,72.972281,19.257222,73.022281,05-03-2022,23:30,23:35,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,object
0xacb9,PUNERES19DEL01,30.0,5.0,18.563934,73.915367,18.603935,73.955367,15-03-2022,14:20,14:35,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0xac5f,VADRES15DEL02,21.0,4.9,0.0,0.0,0.05,0.05,28-03-2022,17:40,17:45,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,object
0x1acc,JAPRES20DEL02,31.0,4.9,26.956431,75.776649,27.006431,75.826649,01-03-2022,17:50,17:60,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0xd73f,BHPRES02DEL02,22.0,2.7,0.0,0.0,0.08,0.08,16-02-2022,22:25,22:40,Sunny,Low,2,Snack,motorcycle,1.0,No,Urban,object
0x97e9,VADRES07DEL03,23.0,4.6,0.0,0.0,0.09,0.09,04-03-2022,19:25,19:40,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,object
0x75a8,INDORES11DEL02,28.0,4.7,22.751234,75.88949,22.801234,75.93949,28-03-2022,17:35,17:45,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,object
0xcbe8,GOARES07DEL01,31.0,4.9,15.561295,73.749478,15.571295,73.759478,11-02-2022,9:15,9:30,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,object
0xae41,HYDRES19DEL03,31.0,4.7,17.458998,78.500366,17.518998,78.560366,19-03-2022,21:55,22:10,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,object
0xd977,AGRRES01DEL02,35.0,4.7,27.161661,78.011544,27.181661,78.031544,17-02-2022,11:35,11:50,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x7497,HYDRES19DEL01,32.0,4.9,17.458998,78.500366,17.528998,78.570366,08-03-2022,23:10,23:20,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x8df5,PUNERES15DEL01,38.0,3.5,18.636215,73.751081,18.746215,73.861081,14-03-2022,22:40,22:45,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,object
0x29f0,VADRES19DEL02,39.0,4.8,22.311844,73.165081,22.391844,73.245081,18-03-2022,23:15,23:20,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,object
0xa4ef,MYSRES11DEL03,34.0,4.8,12.323225,76.630028,12.353225,76.660028,30-03-2022,21:55,21:60,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,object
0xb885,SURRES010DEL01,26.0,4.6,21.17106,72.789292,21.24106,72.859292,29-03-2022,23:60,24:05,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,object
0xad7d,HYDRES07DEL03,28.0,5.0,17.424114,78.347554,17.514114,78.437554,27-03-2022,20:60,21:15,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0xc532,KOLRES06DEL03,29.0,4.2,22.533662,88.366217,22.623662,88.456217,14-02-2022,18:55,19:10,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,object
0x9796,JAPRES14DEL01,28.0,4.0,26.88842,75.800689,26.95842,75.870689,18-03-2022,18:35,18:45,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,object
0xa555,MYSRES03DEL02,27.0,4.8,12.299524,76.64262,12.379524,76.72262,02-03-2022,18:10,18:20,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,object
0xcdba,KNPRES17DEL02,20.0,4.9,26.483042,80.317833,26.563042,80.397833,14-02-2022,19:60,20:10,Sunny,Jam,2,Drinks,scooter,0.0,No,Urban,object
0x6afd,JAPRES09DEL01,20.0,4.4,26.911378,75.789034,26.981378,75.859034,20-03-2022,20:10,20:15,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,object
0x3e64,CHENRES09DEL01,29.0,4.5,13.044694,80.26147,13.054694,80.27147,03-04-2022,10:15,10:20,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,object
0x5262,INDORES09DEL01,20.0,5.0,22.725835,75.887648,22.735835,75.897648,15-03-2022,10:40,10:55,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,object
0x7513,PUNERES04DEL03,23.0,4.7,18.51421,73.838429,18.60421,73.928429,02-04-2022,20:15,20:20,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,object
0x261b,MUMRES01DEL02,27.0,4.7,19.12663,72.829976,19.20663,72.909976,10-03-2022,22:10,22:15,Windy,Low,2,Meal,scooter,1.0,No,Urban,object
0x7dd1,INDORES11DEL03,33.0,4.8,22.751234,75.88949,22.781234,75.91949,21-03-2022,22:25,22:40,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,object
0xb389,BANGRES07DEL01,27.0,4.7,12.978453,77.643685,13.048453,77.713685,27-03-2022,21:10,21:20,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,object
0xc506,DEHRES01DEL02,23.0,4.6,0.0,0.0,0.13,0.13,16-02-2022,23:15,23:20,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,object
0xa466,PUNERES19DEL02,34.0,4.1,18.563934,73.915367,18.613934,73.965367,24-03-2022,22:35,22:45,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x84b5,VADRES14DEL03,28.0,4.8,22.311603,73.165012,22.371603,73.225012,09-03-2022,18:55,18:60,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,object
0xa9ff,MYSRES17DEL01,39.0,4.8,12.326356,76.619103,12.436356,76.729103,31-03-2022,21:20,21:35,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,object
0x128f,VADRES09DEL03,20.0,5.0,0.0,0.0,0.09,0.09,16-03-2022,21:50,21:55,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,object
0xd22b,BHPRES010DEL03,21.0,5.0,23.266261,77.379605,23.296261,77.409605,13-02-2022,18:55,19:05,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,object
0xa52c,RANCHIRES01DEL03,24.0,4.9,23.416792,85.316842,23.446792,85.346842,03-04-2022,17:30,17:40,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,object
0x31d5,INDORES05DEL01,36.0,4.9,22.727021,75.884167,22.737021,75.894167,01-04-2022,8:35,8:40,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,object
0xd05b,ALHRES17DEL03,38.0,4.7,25.45235,81.841889,25.59235,81.981889,18-02-2022,22:30,22:35,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,object
0x95cf,COIMBRES010DEL02,33.0,4.6,11.003008,76.97544,11.083009,77.05544,23-03-2022,18:55,18:60,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,object
0x5695,MUMRES010DEL01,23.0,4.7,19.003517,72.82765,19.013517,72.83765,28-03-2022,8:50,8:55,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,object
0x68a6,COIMBRES17DEL02,34.0,4.7,11.026117,76.944652,11.076117,76.994652,01-04-2022,22:25,22:40,Fog,Low,1,Meal,motorcycle,0.0,No,Urban,object
0x3586,MYSRES010DEL02,35.0,5.0,12.321214,76.621094,12.451214,76.751094,14-03-2022,22:55,23:10,Fog,Low,2,Meal,scooter,0.0,No,Metropolitian,object
0xc8b,INDORES19DEL01,37.0,4.1,22.745536,75.893106,22.855536,76.003106,25-03-2022,21:35,21:45,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,object
0x8faa,PUNERES15DEL01,32.0,4.9,18.636215,73.751081,18.706215,73.821081,04-03-2022,22:60,23:05,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,object
0x853,JAPRES02DEL01,20.0,4.6,26.914142,75.805704,27.024142,75.915704,08-03-2022,23:60,24:15,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,object
0xcaf8,AGRRES08DEL01,32.0,4.3,27.160934,78.044095,27.200934,78.084095,13-02-2022,13:60,14:10,Windy,High,0,Meal,motorcycle,1.0,No,Urban,object
0x8b50,CHENRES15DEL02,30.0,4.6,13.026286,80.275235,13.076286,80.325235,01-03-2022,23:25,23:35,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,object
